id_colaborador,id_ultimo_jefe,seniority,modalidad_trabajo,distancia_oficina,dias_baja_salud,genero,canal_reclutamiento,permanencia_promedio,fecha_nacimiento,salario,performance_score,psi_score,fecha_incorporacion,estado_civil,abandono_6meses
102922,102039.0,1,Híbrida,1.275,1,Hombre,Referidos,8,18/08/1978,378363,45.0,72,14/05/2014,Soltero,0
103324,102143.0,1,Híbrida,2.08,1,Mujer,Referidos,6,25/02/1975,421668,45.0,74,6/03/2023,Viudo,1
103625,102096.0,1,Híbrida,0.805,3,Hombre,Portal Web,4,5/11/1974,301187,45.0,77,14/11/2017,Viudo,1
102420,102073.0,1,Híbrida,2.89,1,Hombre,Ferias & Networking,6,10/02/1967,740718,45.0,72,15/11/2016,Divorciado,0
100752,102126.0,1,Híbrida,3.055,2,Mujer,Referidos,2,17/12/1995,207394,44.0,83,7/05/2019,Casado,0
101784,102120.0,1,Híbrida,3.89,1,Mujer,Portal Web,4,18/03/1994,227078,44.0,81,15/05/2020,Casado,1
100518,102149.0,1,Híbrida,7.54,3,Hombre,Ferias & Networking,13,25/09/1977,271200,44.0,81,22/06/2022,Soltero,1
101307,102036.0,1,Híbrida,1.42,9,Hombre,Portal Web,14,27/11/1971,662375,44.0,73,30/10/2012,Divorciado,1
100366,102111.0,1,Híbrida,2.225,1,Hombre,Portal Web,9,10/07/1969,700796,44.0,70,27/12/2018,Casado,1
103357,102120.0,1,Híbrida,3.895,1,Mujer,Portal Web,4,11/03/1994,227779,44.0,81,17/05/2020,Casado,1
103316,102048.0,1,Híbrida,0.92,2,Mujer,Linkedin,9,22/07/1979,825032,44.0,81,30/07/2015,Soltero,1
103797,102045.0,1,Híbrida,2.515,2,Hombre,Linkedin,6,7/06/1970,682087,44.0,76,19/06/2015,Divorciado,0
102774,102131.0,1,Híbrida,6.81,1,Hombre,Ferias & Networking,6,18/05/1969,876374,44.0,76,10/03/2021,Casado,1
103560,102111.0,1,Híbrida,2.24,1,Hombre,Portal Web,9,9/08/1969,700062,44.0,70,28/12/2018,Casado,1
103091,102063.0,1,Híbrida,2.17,2,Hombre,Ferias & Networking,4,13/04/1969,700944,44.0,65,25/11/2016,Casado,1
100621,102103.0,1,Híbrida,1.84,1,Hombre,Portal Web,1,19/01/1998,164260,43.0,65,24/06/2019,Soltero,1
101567,102033.0,1,Híbrida,2.035,3,Hombre,Ferias & Networking,5,21/06/1995,203292,43.0,76,23/12/2013,Casado,0
100582,102113.0,1,Híbrida,3.13,0,Mujer,Linkedin,7,17/09/1984,792301,43.0,73,20/03/2018,Casado,1
100853,102020.0,1,Híbrida,0.925,2,Mujer,Linkedin,4,28/04/1982,445456,43.0,78,16/09/2013,Soltero,0
102805,102103.0,1,Híbrida,1.83,2,Hombre,Portal Web,1,27/02/1998,163838,43.0,65,25/06/2019,Soltero,1
102447,102056.0,1,Híbrida,1.68,0,Hombre,Ferias & Networking,3,6/10/1998,142580,43.0,81,7/02/2016,Soltero,0
103390,102033.0,1,Híbrida,2.05,2,Hombre,Ferias & Networking,5,6/09/1995,207455,43.0,76,23/12/2013,Casado,1
103542,102075.0,1,Híbrida,0.805,3,Mujer,Portal Web,4,28/04/1976,276394,43.0,81,27/10/2016,Soltero,1
101523,102076.0,1,Híbrida,1.08,2,Mujer,Linkedin,1,2/12/1998,147171,42.0,72,29/01/2017,Soltero,1
100550,102010.0,1,Híbrida,1.695,2,Mujer,Linkedin,3,4/08/1994,213243,42.0,74,21/01/2012,Divorciado,0
100397,102070.0,1,Híbrida,3.52,0,Hombre,Ferias & Networking,3,3/07/1987,346240,42.0,74,2/05/2015,Casado,0
101185,102068.0,1,Híbrida,1.725,0,Hombre,Portal Web,3,5/03/1986,390985,42.0,80,15/03/2015,Casado,0
101241,102048.0,1,Híbrida,2.71,3,Hombre,Portal Web,5,13/12/1977,268331,42.0,80,9/09/2014,Casado,1
101254,102093.0,1,Híbrida,2.325,3,Mujer,Portal Web,24,23/11/1960,913177,42.0,79,6/12/2018,Viudo,0
104102,102076.0,1,Híbrida,1.105,2,Mujer,Linkedin,1,16/10/1998,141774,42.0,72,27/01/2017,Soltero,1
103543,102074.0,1,Híbrida,1.78,0,Mujer,Portal Web,2,1/03/1988,332775,42.0,71,13/03/2017,Soltero,1
103060,102113.0,1,Híbrida,3.145,0,Mujer,Linkedin,7,25/10/1984,787239,42.0,73,21/03/2018,Casado,1
102267,102153.0,1,Híbrida,3.415,2,Mujer,Ferias & Networking,5,29/01/1974,305109,42.0,74,11/04/2023,Soltero,0
103780,102172.0,1,Híbrida,4.46,3,Hombre,Portal Web,4,16/05/1971,662380,42.0,71,26/08/2022,Divorciado,1
102403,102034.0,1,Híbrida,1.595,8,Hombre,Portal Web,10,15/03/1967,837621,42.0,81,26/05/2012,Viudo,1
101906,102046.0,1,Híbrida,4.915,2,Mujer,Linkedin,8,29/10/1987,351239,41.0,75,1/10/2012,Casado,0
100346,102043.0,1,Híbrida,4.765,5,Hombre,Portal Web,5,21/03/1975,289512,41.0,73,15/12/2013,Soltero,0
101892,102109.0,1,Híbrida,1.91,3,Hombre,Portal Web,9,24/11/1971,657404,41.0,76,28/02/2021,Soltero,1
101175,102075.0,1,Híbrida,1.11,2,Hombre,Portal Web,8,21/07/1968,798654,41.0,67,27/04/2016,Casado,0
102593,102023.0,1,Híbrida,3.1,0,Mujer,Ferias & Networking,2,22/10/2002,82107,41.0,86,30/03/2012,Soltero,0
103033,102097.0,1,Híbrida,2.095,2,Hombre,Referidos,4,2/06/1988,327603,41.0,74,1/10/2018,Casado,1
103292,102096.0,1,Híbrida,2.075,1,Mujer,Referidos,3,26/03/1988,348273,41.0,86,7/07/2017,Soltero,1
102332,102074.0,1,Híbrida,4.055,5,Hombre,Portal Web,6,2/01/1983,452212,41.0,73,13/10/2017,Casado,1
102552,102091.0,1,Híbrida,2.39,5,Mujer,Linkedin,9,4/11/1982,445766,41.0,83,4/10/2017,Divorciado,0
103814,102043.0,1,Híbrida,4.77,5,Hombre,Portal Web,5,22/01/1975,285887,41.0,73,14/12/2013,Soltero,0
101703,102008.0,1,Híbrida,1.995,2,Mujer,Portal Web,2,25/10/2002,79878,40.0,75,4/04/2012,Soltero,1
101184,102024.0,1,Híbrida,3.425,14,Mujer,Linkedin,1,13/09/2001,96389,40.0,85,3/04/2014,Soltero,1
101317,102121.0,1,Híbrida,2.84,3,Mujer,Linkedin,5,27/11/1990,286848,40.0,80,17/12/2021,Casado,1
100706,102123.0,1,Híbrida,1.715,1,Mujer,Referidos,2,14/01/1990,306142,40.0,72,16/06/2019,Soltero,0
100163,102102.0,1,Híbrida,2.605,8,Hombre,Linkedin,6,10/07/1986,368390,40.0,73,28/03/2020,Soltero,0
100626,102091.0,1,Híbrida,2.36,5,Mujer,Linkedin,9,8/09/1982,445254,40.0,83,5/10/2017,Divorciado,0
100230,102063.0,1,Híbrida,3.105,3,Hombre,Portal Web,9,25/03/1971,881559,40.0,66,31/07/2017,Casado,1
102200,102008.0,1,Híbrida,1.99,2,Mujer,Portal Web,2,3/01/2003,77412,40.0,75,4/04/2012,Soltero,0
103778,102141.0,1,Híbrida,6.6,0,Hombre,Portal Web,7,18/04/1989,308277,40.0,77,17/12/2022,Casado,1
103272,102125.0,1,Híbrida,1.61,3,Hombre,Referidos,8,6/05/1979,508216,40.0,73,26/10/2021,Casado,1
102709,102043.0,1,Híbrida,3.39,2,Hombre,Portal Web,5,26/01/1979,527361,40.0,74,22/06/2013,Soltero,1
103075,102143.0,1,Híbrida,3.78,2,Hombre,Portal Web,3,2/02/1974,423588,40.0,73,5/11/2020,Casado,1
102751,102075.0,1,Híbrida,4.885,1,Mujer,Portal Web,12,16/12/1972,637682,40.0,79,26/07/2016,Casado,1
103320,102063.0,1,Híbrida,3.115,4,Hombre,Portal Web,9,25/02/1971,878932,40.0,66,30/07/2017,Casado,1
103262,102075.0,1,Híbrida,1.115,2,Hombre,Portal Web,8,16/09/1968,799972,40.0,67,24/04/2016,Casado,0
101844,102077.0,1,Híbrida,5.49,1,Mujer,Linkedin,4,18/02/1987,349521,39.0,82,14/03/2017,Casado,1
100888,102057.0,1,Híbrida,5.53,1,Mujer,Referidos,7,8/02/1983,830071,39.0,67,14/02/2014,Soltero,1
100863,102125.0,1,Híbrida,1.615,3,Hombre,Referidos,8,26/03/1979,505964,39.0,73,25/10/2021,Casado,1
101896,102120.0,1,Híbrida,2.1,0,Mujer,Portal Web,3,12/12/1974,301328,39.0,73,23/03/2021,Casado,1
101251,102065.0,1,Híbrida,3.37,2,Hombre,Linkedin,7,27/02/1972,660135,39.0,73,26/02/2016,Divorciado,0
100458,102050.0,1,Híbrida,3.015,0,Hombre,Ferias & Networking,12,20/03/1969,879724,39.0,78,26/11/2014,Soltero,1
104061,102024.0,1,Híbrida,3.41,14,Mujer,Linkedin,1,19/10/2001,98622,39.0,85,6/04/2014,Soltero,1
102234,102045.0,1,Híbrida,6.905,2,Hombre,Ferias & Networking,7,6/09/1984,406245,39.0,79,22/05/2014,Casado,0
102724,102133.0,1,Híbrida,3.645,1,Hombre,Referidos,3,14/02/1969,715446,39.0,83,23/10/2022,Viudo,1
102754,102050.0,1,Híbrida,3.045,1,Hombre,Ferias & Networking,12,3/03/1969,878856,39.0,78,23/11/2014,Soltero,1
101161,102159.0,1,Híbrida,2.2,1,Mujer,Portal Web,6,21/07/1993,225490,38.0,73,18/06/2022,Divorciado,1
101363,102137.0,1,Híbrida,1.815,3,Mujer,Referidos,5,4/02/1991,268717,38.0,65,17/03/2022,Casado,0
101545,102124.0,1,Híbrida,1.54,2,Hombre,Referidos,4,13/11/1980,489057,38.0,80,4/03/2022,Casado,0
101249,102034.0,1,Híbrida,3.06,0,Hombre,Portal Web,4,8/09/1974,299337,38.0,84,10/02/2015,Casado,0
100540,102124.0,1,Híbrida,1.755,2,Hombre,Portal Web,13,4/04/1970,677097,38.0,76,25/04/2021,Soltero,1
102223,102059.0,1,Híbrida,2.705,0,Hombre,Headhunter,5,22/12/1986,369574,38.0,77,8/11/2014,Casado,1
103771,102061.0,1,Híbrida,5.47,1,Mujer,Portal Web,7,1/08/1977,266633,38.0,76,5/05/2017,Soltero,1
103167,102038.0,1,Híbrida,2.605,2,Mujer,Portal Web,12,11/11/1976,278933,38.0,77,24/11/2012,Casado,1
102886,102154.0,1,Híbrida,2.59,1,Hombre,Linkedin,12,20/07/1975,379188,38.0,74,12/09/2021,Soltero,0
103074,102121.0,1,Híbrida,1.665,3,Hombre,Portal Web,7,3/11/1975,288669,38.0,79,11/12/2019,Casado,0
100803,102029.0,1,Híbrida,1.99,0,Mujer,Linkedin,3,13/07/1995,188595,37.0,79,17/07/2012,Soltero,1
100645,102040.0,1,Híbrida,2.74,2,Hombre,Portal Web,2,24/08/1994,208236,37.0,78,29/05/2015,Soltero,0
101923,102059.0,1,Híbrida,2.695,0,Hombre,Ferias & Networking,5,21/12/1986,373375,37.0,77,5/11/2014,Casado,0
101212,102106.0,1,Híbrida,1.435,3,Hombre,Portal Web,4,20/09/1976,279334,37.0,73,19/10/2019,Soltero,1
101695,102038.0,1,Híbrida,2.59,1,Mujer,Portal Web,12,27/10/1976,274670,37.0,77,23/11/2012,Casado,1
100679,102121.0,1,Híbrida,1.67,2,Hombre,Portal Web,7,30/10/1975,284404,37.0,79,11/12/2019,Divorciado,0
100357,102082.0,1,Híbrida,3.57,2,Hombre,Linkedin,5,30/11/1975,290535,37.0,80,25/12/2015,Viudo,1
103699,102109.0,1,Híbrida,1.935,2,Hombre,Portal Web,2,15/06/2000,120772,37.0,64,8/07/2018,Soltero,1
102838,102029.0,1,Híbrida,1.965,0,Mujer,Linkedin,3,2/09/1995,188923,37.0,79,17/07/2012,Soltero,1
102299,102040.0,1,Híbrida,2.73,2,Hombre,Portal Web,2,24/11/1994,213630,37.0,78,30/05/2015,Soltero,1
102818,102098.0,1,Híbrida,1.88,2,Mujer,Referidos,2,1/09/1986,371110,37.0,74,2/05/2017,Soltero,1
103469,102124.0,1,Híbrida,1.535,2,Hombre,Referidos,4,14/01/1981,486369,37.0,80,6/03/2022,Casado,1
102863,102149.0,1,Híbrida,6.005,1,Hombre,Ferias & Networking,12,17/03/1972,800255,37.0,81,8/06/2021,Casado,0
104165,102124.0,1,Híbrida,1.8,2,Hombre,Portal Web,12,30/04/1970,675975,37.0,76,25/04/2021,Soltero,1
104140,102079.0,1,Híbrida,4.45,2,Hombre,Portal Web,12,13/06/1969,699672,34.0,69,28/10/2018,Divorciado,1
100667,102079.0,1,Híbrida,4.415,2,Hombre,Portal Web,13,27/07/1969,701625,33.0,69,29/10/2018,Divorciado,1
101059,102016.0,1,Híbrida,2.76,0,Hombre,Ferias & Networking,5,12/05/1989,309226,30.0,70,9/06/2013,Casado,1
103575,102113.0,1,Híbrida,2.785,2,Hombre,Linkedin,6,13/05/1986,372214,30.0,73,1/10/2018,Casado,1
100812,102072.0,1,Híbrida,3.955,9,Hombre,Portal Web,6,30/07/1988,324778,29.0,79,19/04/2016,Soltero,0
100361,102073.0,1,Híbrida,4.445,2,Mujer,Referidos,4,2/11/1987,350993,29.0,79,29/11/2015,Casado,1
101731,102060.0,1,Híbrida,1.64,6,Mujer,Linkedin,7,22/06/1978,260939,29.0,68,7/05/2014,Casado,1
102720,102016.0,1,Híbrida,2.75,1,Hombre,Ferias & Networking,5,18/04/1989,309853,29.0,70,11/06/2013,Casado,0
103946,102073.0,1,Híbrida,4.42,3,Mujer,Referidos,4,7/12/1987,349428,29.0,79,1/12/2015,Casado,1
103504,102060.0,1,Híbrida,1.615,7,Mujer,Linkedin,7,21/06/1978,261467,29.0,68,7/05/2014,Casado,1
100250,102131.0,1,Híbrida,4.7,2,Hombre,Portal Web,3,16/10/1979,504808,28.0,65,29/10/2022,Casado,0
101022,102049.0,1,Híbrida,2.165,1,Hombre,Portal Web,5,18/04/1973,304258,28.0,73,29/06/2013,Casado,1
102383,102072.0,1,Híbrida,3.95,9,Hombre,Portal Web,6,1/09/1988,333471,28.0,79,20/04/2016,Casado,0
102623,102131.0,1,Híbrida,4.72,2,Hombre,Portal Web,3,15/09/1979,506175,28.0,65,30/10/2022,Casado,1
100714,102145.0,1,Híbrida,5.26,8,Hombre,Portal Web,13,15/09/1980,810991,27.0,62,5/01/2023,Casado,1
100497,102064.0,1,Híbrida,3.565,1,Hombre,Portal Web,5,17/10/1977,416283,27.0,75,9/10/2016,Soltero,0
101389,102038.0,1,Híbrida,2.03,1,Hombre,Ferias & Networking,5,7/12/1968,722472,27.0,71,11/10/2014,Divorciado,1
103038,102149.0,1,Híbrida,0.97,1,Mujer,Portal Web,3,20/06/1995,193333,27.0,74,22/03/2023,Soltero,1
103187,102155.0,1,Híbrida,1.315,2,Mujer,Referidos,4,24/02/1993,225282,27.0,79,17/05/2023,Soltero,0
103443,102145.0,1,Híbrida,5.28,7,Hombre,Portal Web,13,15/09/1980,810672,27.0,62,3/01/2023,Casado,1
102265,102038.0,1,Híbrida,2.04,0,Hombre,Ferias & Networking,5,1/01/1969,721543,27.0,71,11/10/2014,Divorciado,0
101890,102145.0,1,Híbrida,1.06,1,Mujer,Referidos,1,5/11/2001,97834,26.0,74,26/08/2021,Soltero,1
101289,102155.0,1,Híbrida,1.32,1,Mujer,Referidos,4,25/02/1993,227445,26.0,79,19/05/2023,Soltero,0
100946,102108.0,1,Híbrida,0.2,0,Mujer,Portal Web,7,10/11/1979,506917,26.0,73,24/08/2018,Soltero,0
100947,102024.0,1,Híbrida,1.58,8,Mujer,Portal Web,10,22/11/1976,273567,26.0,80,16/07/2013,Soltero,1
100326,102017.0,1,Híbrida,6.91,1,Hombre,Portal Web,4,5/02/1975,299925,26.0,73,21/01/2013,Viudo,1
102542,102049.0,1,Híbrida,1.365,4,Mujer,Portal Web,2,13/12/1988,327345,26.0,84,14/03/2013,Casado,0
102503,102036.0,1,Híbrida,6.25,6,Hombre,Portal Web,4,30/05/1977,264651,26.0,94,11/02/2015,Casado,0
100743,102036.0,1,Híbrida,6.26,6,Hombre,Portal Web,4,17/07/1977,271539,25.0,94,11/02/2015,Casado,1
100807,102101.0,1,Híbrida,1.08,3,Hombre,Referidos,12,24/10/1961,914612,25.0,66,1/08/2019,Viudo,1
103397,102108.0,1,Híbrida,0.225,1,Mujer,Portal Web,7,6/09/1979,507618,25.0,73,25/08/2018,Soltero,1
102487,102149.0,1,Híbrida,2.65,0,Mujer,Linkedin,7,10/07/1968,717665,25.0,69,9/03/2022,Casado,0
101106,102078.0,1,Híbrida,2.175,1,Mujer,Portal Web,6,16/07/1991,272434,24.0,79,16/11/2015,Soltero,1
100322,102055.0,1,Híbrida,3.085,5,Hombre,Portal Web,9,28/10/1988,328471,24.0,80,10/05/2014,Soltero,1
101476,102031.0,1,Híbrida,3.045,1,Mujer,Linkedin,10,25/02/1969,718249,24.0,86,2/04/2014,Soltero,1
100295,102079.0,1,Híbrida,0.88,2,Hombre,Ferias & Networking,5,25/07/1969,700733,23.0,66,27/03/2018,Soltero,1
103325,102136.0,1,Híbrida,1.88,3,Mujer,Ferias & Networking,11,10/02/1983,449668,23.0,74,29/03/2022,Soltero,1
101925,102021.0,1,Híbrida,2.24,18,Mujer,Linkedin,4,13/03/1988,332806,22.0,81,18/07/2013,Casado,1
100622,102091.0,1,Híbrida,3.48,4,Mujer,Portal Web,10,25/11/1985,389056,22.0,79,8/05/2017,Soltero,0
100732,102136.0,1,Híbrida,1.915,2,Mujer,Ferias & Networking,11,28/12/1982,449522,22.0,74,28/03/2022,Soltero,1
100705,102120.0,1,Híbrida,7.92,2,Mujer,Portal Web,8,20/04/1990,292651,21.0,84,3/06/2020,Soltero,1
100433,102110.0,1,Híbrida,1.945,2,Hombre,Linkedin,12,18/11/1971,659410,21.0,72,4/04/2020,Casado,1
101062,102040.0,1,Híbrida,5.93,1,Mujer,Ferias & Networking,16,18/07/1971,655728,21.0,73,21/02/2013,Soltero,1
103979,102110.0,1,Híbrida,1.935,1,Hombre,Linkedin,12,29/09/1971,662396,21.0,72,4/04/2020,Casado,1
102746,102162.0,1,Híbrida,1.81,3,Mujer,Referidos,9,19/11/1973,308493,20.0,77,28/04/2023,Soltero,1
102312,102115.0,1,Híbrida,2.82,1,Mujer,Portal Web,8,24/05/1981,466950,19.0,73,1/12/2021,Soltero,0
100378,102016.0,1,Híbrida,2.92,7,Hombre,Portal Web,3,4/08/1987,352445,18.0,75,4/02/2013,Casado,1
103823,102016.0,1,Híbrida,2.94,8,Hombre,Portal Web,3,4/09/1987,348077,18.0,75,3/02/2013,Casado,1
102663,102114.0,1,Híbrida,1.285,2,Mujer,Portal Web,4,4/05/1985,387307,18.0,77,21/06/2021,Casado,1
101222,102044.0,1,Híbrida,4.875,3,Hombre,Ferias & Networking,12,6/07/1981,465225,17.0,65,12/07/2015,Casado,0
101933,102087.0,1,Híbrida,2.665,2,Mujer,Referidos,8,20/06/1968,722409,16.0,62,13/04/2016,Soltero,1
100976,102084.0,1,Híbrida,3.47,1,Hombre,Portal Web,7,12/06/1980,493210,15.0,73,25/05/2017,Casado,1
102324,102123.0,1,Híbrida,2.825,0,Mujer,Ferias & Networking,4,26/01/1983,783973,15.0,79,3/03/2019,Casado,0
103813,102084.0,1,Híbrida,3.515,2,Hombre,Portal Web,7,31/03/1980,491954,15.0,73,26/05/2017,Casado,1
102286,102051.0,1,Híbrida,2.095,1,Hombre,Portal Web,2,20/04/1998,145263,13.0,82,13/11/2014,Soltero,0
103730,102054.0,1,Híbrida,1.54,2,Mujer,Linkedin,2,27/02/1998,165073,13.0,66,26/10/2013,Soltero,1
103789,102159.0,1,Híbrida,4.475,0,Mujer,Referidos,3,3/12/1996,185815,13.0,68,1/03/2023,Casado,1
101694,102051.0,1,Híbrida,2.075,1,Hombre,Portal Web,2,26/03/1998,146322,12.0,82,15/11/2014,Soltero,0
103378,102065.0,1,Híbrida,3.655,2,Mujer,Referidos,2,8/03/2001,115700,12.0,75,27/07/2017,Soltero,1
104030,102144.0,1,Presencial,2.365,2,Hombre,Linkedin,1,31/08/2001,101765,98.0,83,17/10/2021,Soltero,1
102691,102113.0,1,Presencial,7.605,8,Hombre,Linkedin,4,14/08/1989,310995,97.0,63,18/08/2020,Soltero,0
100711,102090.0,1,Presencial,2.405,2,Hombre,Portal Web,5,17/03/1981,490942,96.0,72,16/01/2018,Divorciado,0
100369,102145.0,1,Presencial,4.665,3,Hombre,Ferias & Networking,11,3/02/1976,435329,96.0,75,15/01/2021,Soltero,1
100299,102022.0,1,Presencial,2.775,1,Hombre,Portal Web,18,12/02/1969,773592,96.0,75,24/10/2013,Divorciado,0
101168,102074.0,1,Presencial,3.035,2,Mujer,Referidos,9,6/08/1967,920080,96.0,60,13/12/2015,Casado,0
103563,102150.0,1,Presencial,1.88,3,Hombre,Ferias & Networking,2,18/05/2000,123616,96.0,78,9/07/2022,Soltero,0
102566,102090.0,1,Presencial,2.4,1,Hombre,Portal Web,5,16/03/1981,492492,96.0,72,17/01/2018,Divorciado,0
102921,102045.0,1,Presencial,1.48,0,Mujer,Referidos,11,9/05/1967,736271,96.0,79,7/07/2015,Casado,0
100464,102021.0,1,Presencial,2.26,1,Mujer,Portal Web,2,26/09/2002,82756,95.0,78,1/07/2013,Soltero,1
100926,102108.0,1,Presencial,2.32,3,Hombre,Portal Web,3,23/03/1996,180221,95.0,86,20/08/2018,Casado,0
100113,102139.0,1,Presencial,3.37,3,Hombre,Linkedin,8,15/01/1985,406748,95.0,83,6/06/2020,Casado,0
100687,102116.0,1,Presencial,1.98,0,Mujer,Portal Web,8,18/05/1984,407708,95.0,77,4/11/2018,Soltero,0
101078,102112.0,1,Presencial,2.425,2,Hombre,Linkedin,5,10/08/1982,451255,95.0,69,11/12/2018,Casado,0
101540,102068.0,1,Presencial,3.45,2,Mujer,Ferias & Networking,14,9/05/1973,304189,95.0,81,23/09/2015,Casado,0
101628,102144.0,1,Presencial,1.715,8,Mujer,Linkedin,5,27/08/1966,861114,95.0,65,23/09/2022,Soltero,0
103816,102105.0,1,Presencial,6.345,0,Mujer,Portal Web,4,13/11/1995,186508,95.0,69,13/04/2019,Soltero,1
102415,102040.0,1,Presencial,5.585,3,Hombre,Referidos,6,13/02/1988,346632,95.0,84,14/09/2015,Casado,0
103903,102107.0,1,Presencial,2.49,9,Hombre,Portal Web,7,30/11/1985,392108,95.0,71,3/10/2017,Casado,0
103066,102139.0,1,Presencial,3.39,2,Hombre,Linkedin,8,6/01/1985,412983,95.0,83,6/06/2020,Casado,0
102841,102126.0,1,Presencial,2.19,2,Mujer,Referidos,5,1/08/1976,279469,95.0,79,10/03/2020,Casado,0
102326,102068.0,1,Presencial,3.41,2,Mujer,Ferias & Networking,14,7/04/1973,303716,95.0,81,21/09/2015,Casado,0
102870,102022.0,1,Presencial,2.765,1,Hombre,Portal Web,18,24/04/1969,775672,95.0,75,23/10/2013,Divorciado,0
102953,102021.0,1,Presencial,2.255,1,Mujer,Portal Web,3,4/08/2002,76521,94.0,78,28/06/2013,Soltero,0
102288,102043.0,1,Presencial,7.3,1,Hombre,Portal Web,10,6/02/1974,309725,94.0,78,29/06/2013,Soltero,1
100548,102100.0,1,Presencial,1.66,2,Hombre,Ferias & Networking,10,8/03/1975,297528,93.0,71,3/08/2019,Soltero,1
101401,102043.0,1,Presencial,7.31,1,Hombre,Ferias & Networking,10,22/03/1974,311708,93.0,78,29/06/2013,Soltero,0
103993,102172.0,1,Presencial,1.68,1,Mujer,Ferias & Networking,1,25/09/1998,141388,93.0,68,9/06/2023,Soltero,1
102534,102124.0,1,Presencial,2.47,1,Mujer,Portal Web,1,18/02/1996,206251,93.0,75,17/07/2022,Casado,0
102545,102105.0,1,Presencial,1.835,2,Hombre,Ferias & Networking,14,27/10/1969,695878,93.0,74,29/10/2017,Viudo,0
102864,102025.0,1,Presencial,4.78,1,Mujer,Ferias & Networking,16,24/09/1967,734842,93.0,75,19/11/2013,Viudo,0
100315,102124.0,1,Presencial,2.495,2,Mujer,Portal Web,1,28/03/1996,204898,92.0,75,20/07/2022,Casado,0
101101,102103.0,1,Presencial,3.825,3,Mujer,Ferias & Networking,2,24/07/1996,188496,92.0,76,28/10/2020,Viudo,0
103754,102171.0,1,Presencial,6.545,2,Mujer,Portal Web,9,4/10/1989,308491,92.0,68,27/05/2023,Casado,0
101653,102128.0,1,Presencial,1.09,2,Hombre,Portal Web,2,13/05/2001,98877,91.0,84,19/06/2020,Soltero,1
100930,102071.0,1,Presencial,3.64,3,Hombre,Portal Web,1,7/02/2001,121058,91.0,81,11/04/2018,Soltero,0
100379,102126.0,1,Presencial,7.025,1,Hombre,Portal Web,3,15/08/1999,141326,91.0,71,10/11/2020,Soltero,1
101099,102094.0,1,Presencial,3.97,3,Mujer,Linkedin,2,29/04/1999,140573,91.0,81,22/09/2017,Casado,0
100204,102040.0,1,Presencial,1.74,0,Hombre,Linkedin,1,24/06/1999,137122,91.0,86,15/10/2014,Soltero,0
101271,102017.0,1,Presencial,1.685,0,Mujer,Portal Web,1,27/01/1999,147208,91.0,75,24/05/2012,Soltero,0
101468,102082.0,1,Presencial,4.765,3,Mujer,Portal Web,1,22/01/1998,162910,91.0,79,23/12/2017,Soltero,0
100268,102093.0,1,Presencial,1.48,2,Mujer,Headhunter,3,20/01/1997,184115,91.0,72,20/01/2020,Soltero,0
101589,102047.0,1,Presencial,3.135,3,Hombre,Portal Web,1,29/04/1997,162599,91.0,78,10/03/2015,Soltero,0
100004,102047.0,1,Presencial,3.225,5,Mujer,Linkedin,2,9/07/1996,183238,91.0,84,30/10/2012,Casado,0
101576,102106.0,1,Presencial,1.03,3,Mujer,Portal Web,1,12/11/1995,185527,91.0,85,16/10/2019,Soltero,0
101517,102085.0,1,Presencial,2.345,2,Mujer,Portal Web,5,24/10/1995,189432,91.0,74,13/04/2018,Casado,0
101386,102160.0,1,Presencial,2.225,1,Hombre,Ferias & Networking,6,1/04/1994,232366,91.0,75,7/09/2022,Soltero,0
101562,102127.0,1,Presencial,1.41,9,Hombre,Linkedin,1,23/07/1994,213411,91.0,80,7/10/2019,Casado,1
100994,102119.0,1,Presencial,7.565,5,Hombre,Linkedin,2,8/06/1993,226417,91.0,66,18/03/2022,Casado,0
101637,102036.0,1,Presencial,6.745,6,Mujer,Portal Web,2,11/11/1993,225932,91.0,76,2/02/2012,Soltero,1
101855,102086.0,1,Presencial,1.46,6,Hombre,Portal Web,5,26/09/1992,245656,91.0,78,7/05/2016,Soltero,1
100013,102115.0,1,Presencial,1.535,3,Mujer,Linkedin,4,5/06/1991,267370,91.0,79,9/12/2018,Casado,0
100564,102039.0,1,Presencial,1.94,3,Hombre,Referidos,3,15/11/1991,270445,91.0,71,30/06/2013,Soltero,0
100788,102124.0,1,Presencial,3.175,1,Mujer,Ferias & Networking,5,30/11/1990,287705,91.0,74,3/06/2020,Casado,0
101092,102052.0,1,Presencial,2.39,0,Hombre,Portal Web,5,31/07/1990,287491,91.0,79,29/01/2014,Casado,0
100913,102050.0,1,Presencial,1.155,10,Hombre,Portal Web,6,19/02/1990,290326,91.0,69,3/10/2013,Soltero,1
101173,102171.0,1,Presencial,6.565,3,Mujer,Portal Web,9,23/07/1989,308964,91.0,68,27/05/2023,Casado,1
101336,102121.0,1,Presencial,6.57,1,Hombre,Linkedin,8,30/03/1989,311863,91.0,80,15/06/2019,Divorciado,1
101486,102083.0,1,Presencial,7.76,2,Mujer,Portal Web,2,23/08/1988,332559,91.0,81,29/10/2015,Soltero,1
100798,102171.0,1,Presencial,2.32,1,Mujer,Portal Web,6,28/04/1987,364896,91.0,66,18/05/2023,Soltero,1
100856,102130.0,1,Presencial,1.245,1,Mujer,Portal Web,5,16/05/1985,389621,91.0,75,5/06/2022,Casado,0
